Date,Open,High,Low,Close,Adj Close,Volume
2010-02-11,264.936829,268.498688,263.039185,266.466888,266.466888,4851300
2010-02-12,264.762970,266.839478,263.535950,264.837494,264.837494,4589000
2010-02-16,266.700378,270.306915,265.423676,268.901062,268.901062,7356200
2010-02-17,269.248810,269.944275,267.067993,267.366028,267.366028,4085700
2010-02-18,267.033203,270.744080,266.337738,269.854858,269.854858,4704100
2010-02-19,268.518555,270.257233,268.106232,268.632813,268.632813,5139400
2010-02-22,271.906525,271.981018,268.752014,269.646210,269.646210,4316900
2010-02-23,269.745575,270.058533,264.425171,265.806183,265.806183,5782400
2010-02-24,265.264709,267.480286,263.540924,264.017822,264.017822,4683300
2010-02-25,261.856873,262.537445,258.319885,261.514099,261.514099,6661300
2010-02-26,262.005890,264.156921,260.048645,261.697906,261.697906,4125100
2010-03-01,262.890167,264.921936,262.164856,264.623871,264.623871,4504800
2010-03-02,266.009857,271.066956,265.776367,268.781830,268.781830,8770200
2010-03-03,269.427643,272.289032,267.882690,270.898071,270.898071,6218800
2010-03-04,271.484253,276.268127,271.335236,275.503113,275.503113,6408800
2010-03-05,278.861267,282.000854,278.140961,280.282043,280.282043,7875300
2010-03-08,280.565186,280.763916,278.692383,279.422638,279.422638,4803800
2010-03-09,278.116119,280.505585,276.451935,278.285034,278.285034,6394400
2010-03-10,280.058502,287.380859,279.288483,286.362488,286.362488,11383300
2010-03-11,285.274567,291.210968,285.244751,288.692322,288.692322,8521500
2010-03-12,292.169708,292.239258,287.708740,287.897491,287.897491,5542600
2010-03-15,281.509064,282.885101,276.203552,279.770355,279.770355,9368300
2010-03-16,279.099731,282.373444,278.568176,280.773834,280.773834,6907500
2010-03-17,282.313812,283.878632,280.301910,280.952667,280.952667,6686300
2010-03-18,280.535400,282.383362,279.661072,281.369965,281.369965,3577400
2010-03-19,278.190643,282.164795,276.839417,278.190643,278.190643,9650600
2010-03-22,276.258209,281.593506,275.349121,276.948730,276.948730,8061700
2010-03-23,276.720215,277.351105,269.248810,272.726166,272.726166,11074100
2010-03-24,270.992462,278.116119,268.106232,276.864258,276.864258,13215700
2010-03-25,277.703796,284.151855,277.524963,279.621338,279.621338,7912900
2010-03-26,280.808624,281.861755,278.200562,279.526947,279.526947,5427400
2010-03-29,279.680939,280.535400,278.473785,279.407715,279.407715,6249300
2010-03-30,279.596497,281.980988,278.329742,281.523956,281.523956,3981400
2010-03-31,280.699310,283.029175,279.586548,281.727631,281.727631,6100900
2010-04-01,283.828979,284.872192,280.947693,282.562195,282.562195,4232700
2010-04-05,283.605408,285.582550,282.661560,283.660065,283.660065,3827700
2010-04-06,282.890076,283.600464,280.873199,282.274078,282.274078,4147000
2010-04-07,281.817047,282.537354,279.114624,279.949188,279.949188,5195400
2010-04-08,279.839905,283.083801,278.215485,281.911438,281.911438,3920200
2010-04-09,281.911438,282.547302,280.177704,281.280548,281.280548,4139900
2010-04-12,281.841888,285.145416,281.280548,284.514496,284.514496,4735400
2010-04-13,284.415161,292.537323,283.719666,291.489136,291.489136,7875500
2010-04-14,293.123505,294.256134,290.118073,292.596924,292.596924,6849700
2010-04-15,294.171692,296.988373,292.244232,295.726593,295.726593,13611500
2010-04-16,279.680939,282.567169,273.039154,273.297455,273.297455,24630000
2010-04-19,272.601990,275.205048,270.739105,273.272614,273.272614,7838600
2010-04-20,275.294464,278.021729,273.749512,275.726654,275.726654,5993400
2010-04-21,276.432068,278.314819,274.295959,275.359070,275.359070,4814000
2010-04-22,274.216492,274.464874,269.919434,271.762451,271.762451,6604000
2010-04-23,271.856842,272.885132,269.382935,270.734131,270.734131,4205800
2010-04-26,270.724213,270.734131,262.895111,264.102264,264.102264,8794400
2010-04-27,262.765961,267.425659,261.911530,262.820618,262.820618,7739300
2010-04-28,264.330780,265.686951,258.831543,262.885193,262.885193,6856500
2010-04-29,264.961670,266.516571,261.633331,264.281097,264.281097,6157600
2010-04-30,263.848907,267.102753,261.022308,261.151459,261.151459,4902300
2010-05-03,261.548889,264.738129,260.843475,263.585632,263.585632,3739700
2010-05-04,261.558807,261.668091,250.475891,251.548920,251.548920,12231500
2010-05-05,248.871338,256.193695,248.617981,253.232971,253.232971,9223900
2010-05-06,252.731232,257.087891,228.513733,247.723801,247.723801,10065200
2010-05-07,248.369598,251.027313,239.109818,244.976669,244.976669,10244000
2010-05-10,255.324356,259.720764,254.643784,259.139557,259.139557,8309600
2010-05-11,256.168854,258.260254,252.467941,252.880264,252.880264,6688300
2010-05-12,254.365601,254.365601,249.378036,251.062088,251.062088,7753600
2010-05-13,256.581177,259.313416,253.535995,253.789352,253.789352,6694700
2010-05-14,253.237930,253.843994,246.521622,252.125168,252.125168,8285500
2010-05-17,251.752594,252.537491,247.564835,252.343750,252.343750,5623800
2010-05-18,253.352188,253.834061,246.928970,247.574768,247.574768,5687700
2010-05-19,246.526581,248.106308,242.294113,245.617493,245.617493,6936100
2010-05-20,240.967743,241.221085,235.369156,235.970245,235.970245,9890500
2010-05-21,233.014465,240.932968,230.699524,234.499802,234.499802,19507500
2010-05-24,238.811752,243.312485,236.859451,237.038300,237.038300,8747600
2010-05-25,232.562408,237.182358,230.505783,236.993591,236.993591,6073900
2010-05-26,239.477432,243.297577,235.965271,236.198761,236.198761,6996400
2010-05-27,240.908127,244.564346,238.970718,243.645325,243.645325,5654700
2010-05-28,244.777954,245.130661,239.939423,241.245926,241.245926,5827200
2010-06-01,238.662735,243.943390,238.508728,239.626465,239.626465,5368200
2010-06-02,241.767532,245.339310,239.174408,245.090927,245.090927,5114500
2010-06-03,245.955292,252.358643,245.751617,251.166397,251.166397,7348800
2010-06-04,248.245407,252.979614,246.745163,247.748627,247.748627,7891500
2010-06-07,247.917542,248.836563,240.013947,241.191284,241.191284,7312500
2010-06-08,242.348755,242.840561,237.227066,240.823669,240.823669,5405000
2010-06-09,242.035797,242.860428,234.474960,235.478439,235.478439,5493300
2010-06-10,238.632919,242.671661,236.382553,241.931473,241.931473,5189200
2010-06-11,239.691040,242.775970,239.253891,242.671661,242.671661,3586400
2010-06-14,245.642334,245.652267,240.033813,240.033813,240.033813,4107200
2010-06-15,239.979172,248.583206,239.532074,247.385986,247.385986,8574600
2010-06-16,246.481873,250.371567,246.452072,249.015396,249.015396,4608200
2010-06-17,250.098358,251.300537,246.740189,248.424240,248.424240,3980200
2010-06-18,249.631393,250.108292,247.455536,248.399399,248.399399,5783000
2010-06-21,248.334824,248.866364,240.878311,242.701462,242.701462,6005600
2010-06-22,243.367126,246.695480,241.295609,241.553925,241.553925,4468200
2010-06-23,241.871857,241.871857,237.535065,239.467499,239.467499,4084500
2010-06-24,238.280212,239.815231,235.100891,236.014954,236.014954,3811700
2010-06-25,236.988617,237.281708,233.759613,234.812775,234.812775,4519500
2010-06-28,234.768066,237.232040,232.989624,234.514709,234.514709,3547400
2010-06-29,230.222626,230.774033,224.102432,225.662277,225.662277,7049700
2010-06-30,226.010025,227.435745,220.923111,221.037369,221.037369,7253300
2010-07-01,221.206268,222.751221,215.413940,218.325012,218.325012,7072900
2010-07-02,219.383118,219.710999,216.591278,216.864502,216.864502,3897100
2010-07-06,220.565430,222.388580,215.413940,216.626053,216.626053,5153400
2010-07-07,217.738815,224.186874,216.283279,223.645401,223.645401,6300000
2010-07-08,225.309586,227.187363,223.377151,226.804855,226.804855,5372400
2010-07-09,234.455093,235.100891,229.894760,232.234543,232.234543,8719300
2010-07-12,234.658768,238.170929,234.017944,236.377594,236.377594,6712100
2010-07-13,239.566849,244.902145,238.588211,243.019394,243.019394,8004200
2010-07-14,243.357193,245.319427,241.658249,244.082474,244.082474,6276500
2010-07-15,244.276215,245.751617,239.780457,245.413818,245.413818,9779600
2010-07-16,233.044266,233.759613,228.275284,228.319992,228.319992,15751300
2010-07-19,229.015472,233.307556,227.281754,231.583771,231.583771,9159800
2010-07-20,229.025406,239.934464,228.811798,239.238983,239.238983,8161600
2010-07-21,240.436188,241.280701,236.178879,237.207199,237.207199,6601800
2010-07-22,240.053680,242.910110,239.681107,240.838577,240.838577,4323200
2010-07-23,238.831635,243.709900,238.454086,243.446609,243.446609,4558200
2010-07-26,242.964752,243.789383,240.873352,242.905136,242.905136,4016200
2010-07-27,243.704941,247.142578,243.501266,244.723312,244.723312,4934200
2010-07-28,245.870850,246.024841,239.775497,240.610062,240.610062,5024400
2010-07-29,241.404892,242.860428,238.116287,240.927994,240.927994,5385700
2010-07-30,238.275253,242.105331,238.021896,240.858444,240.858444,4315900
2010-08-02,242.915070,245.046204,241.896698,243.620483,243.620483,3741500
2010-08-03,243.665192,244.638855,241.807281,243.332352,243.332352,3628000
2010-08-04,244.499771,251.861877,243.938416,251.524078,251.524078,7674500
2010-08-05,251.310471,252.656708,250.153000,252.408325,252.408325,4872200
2010-08-06,251.067047,251.235947,246.422256,248.493790,248.493790,6682100
2010-08-09,249.502228,251.116730,249.060104,251.042206,251.042206,3768600
2010-08-10,249.551910,251.365112,247.674118,250.227509,250.227509,4174800
2010-08-11,247.256836,247.390961,244.161957,244.281189,244.281189,4474900
2010-08-12,240.406387,245.776459,239.696014,244.415314,244.415314,4437900
2010-08-13,242.920044,244.007965,241.434692,241.603607,241.603607,3894500
2010-08-16,240.277222,243.352234,238.697510,241.226059,241.226059,2626900
2010-08-17,242.686554,245.751617,241.444641,243.675125,243.675125,3805800
2010-08-18,243.635391,243.848999,239.219116,239.517166,239.517166,5407600
2010-08-19,238.950851,239.696014,232.115311,232.472992,232.472992,7900900
2010-08-20,232.472992,234.271286,229.020447,229.517212,229.517212,7886100
2010-08-23,229.258896,232.612076,227.386078,230.535583,230.535583,6011200
2010-08-24,227.371170,227.704010,224.003082,224.236557,224.236557,5561200
2010-08-25,223.546051,227.425812,223.546051,225.841125,225.841125,5217800
2010-08-26,226.556473,227.152588,223.764633,224.032883,224.032883,3577000
2010-08-27,224.817780,228.508774,222.378647,227.932526,227.932526,4654800
2010-08-30,228.091492,228.394516,224.748230,224.882355,224.882355,2478700
2010-08-31,223.600693,225.965317,222.552505,223.555984,223.555984,3918800
2010-09-01,226.019958,230.967773,224.787964,228.677673,228.677673,6498500
2010-09-02,229.924561,230.714432,228.667740,230.093460,230.093460,3390200
2010-09-03,233.739746,234.415359,232.209702,233.630463,233.630463,5113700
2010-09-07,230.749191,232.284210,230.013977,230.699524,230.699524,3441900
2010-09-08,231.091965,234.723358,230.754166,233.769562,233.769562,4834800
2010-09-09,237.371124,238.647827,233.769562,236.551468,236.551468,4892700
2010-09-10,237.962280,238.344803,236.005020,236.531586,236.531586,3974200
2010-09-13,238.896210,240.610062,238.215637,239.576782,239.576782,4512100
2010-09-14,239.447617,240.808777,238.488861,238.662735,238.662735,4461700
2010-09-15,238.424286,239.388016,237.703964,238.767044,238.767044,4836800
2010-09-16,238.424286,239.666199,238.156021,238.975693,238.975693,3964600
2010-09-17,240.311996,244.012924,239.035309,243.491318,243.491318,11356500
2010-09-20,244.658737,253.555862,244.440155,252.497742,252.497742,8864300
2010-09-21,253.193222,258.309937,252.810715,255.071014,255.071014,8990600
2010-09-22,254.772949,257.217041,254.186768,256.332794,256.332794,5107100
2010-09-23,255.642288,258.165894,253.997986,255.080948,255.080948,4664900
2010-09-24,259.184265,262.209564,257.455505,261.941315,261.941315,6757400
2010-09-27,262.716278,266.690430,262.716278,263.491241,263.491241,6255100
2010-09-28,265.016327,265.070984,257.549896,261.881714,261.881714,7356800
2010-09-29,262.219513,264.748077,260.659668,262.140045,262.140045,4372600
2010-09-30,262.870270,264.216522,257.783356,261.196167,261.196167,6530300
2010-10-01,263.287567,263.595551,259.810181,261.111725,261.111725,4478900
2010-10-04,260.778870,262.418213,257.748596,259.487274,259.487274,3906100
2010-10-05,262.482788,268.255249,261.573700,267.375977,267.375977,7059700
2010-10-06,267.887634,268.230408,263.257751,265.448517,265.448517,5560400
2010-10-07,266.372498,266.864319,262.860352,263.292542,263.292542,4822600
2010-10-08,264.663605,267.063019,262.105255,266.442047,266.442047,5755600
2010-10-11,267.500183,270.540405,266.849396,267.679016,267.679016,5286700
2010-10-12,268.314880,271.230896,267.157410,268.945770,268.945770,7556000
2010-10-13,271.732635,271.976044,269.412720,269.894592,269.894592,6150800
2010-10-14,270.331757,270.863281,266.819611,268.717255,268.717255,13354400
2010-10-15,297.698761,298.876099,293.888550,298.781708,298.781708,29842300
2010-10-18,298.334625,307.842773,298.334625,306.859192,306.859192,14288600
2010-10-19,302.457794,305.423523,299.482147,301.951111,301.951111,9235400
2010-10-20,302.105103,306.695251,301.787170,302.025604,302.025604,7095900
2010-10-21,303.779205,306.009705,301.042023,304.017670,304.017670,5878900
2010-10-22,303.982880,305.423523,303.053925,304.285919,304.285919,4541500
2010-10-25,305.806030,310.351471,305.498016,306.258087,306.258087,6357800
2010-10-26,304.569061,308.607819,303.540771,307.301300,307.301300,5058400
2010-10-27,305.895447,307.996765,304.186554,306.243195,306.243195,4512900
2010-10-28,308.021606,308.493561,304.668427,307.291351,307.291351,4396900
2010-10-29,306.541260,307.500000,304.514435,304.867126,304.867126,4586200
2010-11-01,305.875580,308.324646,303.630188,305.512939,305.512939,6214200
2010-11-02,307.336090,307.996765,305.304291,305.811005,305.811005,4021000
2010-11-03,306.754852,308.905853,304.767792,308.086182,308.086182,6804800
2010-11-04,310.301788,312.924713,309.039978,310.117981,310.117981,7188000
2010-11-05,309.576508,310.724030,308.548187,310.520355,310.520355,3554300
2010-11-08,309.993774,312.711121,309.551666,311.359894,311.359894,4229900
2010-11-09,312.964478,313.386719,308.250122,310.391205,310.391205,4503300
2010-11-10,309.030060,309.487091,306.759827,309.427460,309.427460,5026400
2010-11-11,307.847748,307.922272,305.120483,306.600861,306.600861,4552600
2010-11-12,305.011200,306.456787,298.662476,299.695770,299.695770,6830000
2010-11-15,299.591461,300.048462,295.105621,295.811035,295.811035,7003000
2010-11-16,294.464783,297.013214,289.839874,289.973999,289.973999,6657700
2010-11-17,290.609863,292.845337,288.806580,289.889557,289.889557,4916700
2010-11-18,292.596924,298.051453,292.378357,296.352509,296.352509,5213600
2010-11-19,296.571106,297.013214,293.262604,293.506012,293.506012,4624800
2010-11-22,291.836884,294.802582,289.492126,293.699768,293.699768,4401600
2010-11-23,291.608368,292.601898,287.231842,289.621307,289.621307,4353200
2010-11-24,291.757385,296.372375,291.628235,295.562653,295.562653,4823800
2010-11-26,293.322235,294.574066,291.603394,293.093719,293.093719,2639200
2010-11-29,292.681396,292.994354,288.101166,289.174194,289.174194,5756600
2010-11-30,285.304382,285.304382,274.867249,276.059509,276.059509,14327300
2010-12-01,279.680939,283.938263,279.382874,280.351593,280.351593,7557000
2010-12-02,282.492645,284.812561,280.848358,284.062439,284.062439,5128800
2010-12-03,282.885101,286.377380,282.164795,284.648621,284.648621,5296500
2010-12-06,288.409180,289.119568,286.441986,287.311310,287.311310,4214700
2010-12-07,293.724609,294.584015,291.106628,291.672943,291.672943,6123900
2010-12-08,294.072357,294.345551,289.959106,293.361969,293.361969,3536600
2010-12-09,295.021179,295.865692,292.596924,293.838867,293.838867,3762000
2010-12-10,294.653564,295.075806,293.237762,294.191559,294.191559,3431500
2010-12-13,296.630707,299.551697,295.125488,295.388794,295.388794,4828000
2010-12-14,296.615814,297.211914,294.325684,295.532837,295.532837,3307900
2010-12-15,295.180145,296.297882,292.671448,293.242737,293.242737,4363500
2010-12-16,294.509491,294.966522,292.134949,293.943176,293.943176,3214400
2010-12-17,293.590485,294.365448,291.936249,293.491119,293.491119,6214200
2010-12-20,295.403687,297.008240,292.428040,295.607361,295.607361,3972200
2010-12-21,297.351013,300.406158,296.874115,299.586487,299.586487,3783400
2010-12-22,300.048462,301.538788,299.690796,300.788666,300.788666,2430700
2010-12-23,300.714142,301.042023,299.069824,300.162720,300.162720,2236000
2010-12-27,299.422546,299.939178,297.813019,299.243713,299.243713,2431900
2010-12-28,299.079773,299.983887,297.072815,297.524902,297.524902,2143400
2010-12-29,299.054932,299.258606,297.524902,298.558167,298.558167,2051600
2010-12-30,297.067871,298.722107,296.764832,297.495087,297.495087,1991800
2010-12-31,296.441925,297.276489,294.102142,295.065887,295.065887,3098500
2011-01-03,296.312775,300.838348,296.312775,300.222351,300.222351,4761100
2011-01-04,300.853241,301.131439,298.121002,299.114563,299.114563,3672700
2011-01-05,298.096161,303.193024,298.086243,302.567078,302.567078,5097500
2011-01-06,303.366882,307.216858,303.053925,304.767792,304.767792,4142300
2011-01-07,305.964996,307.127441,303.093658,306.228271,306.228271,4229700
2011-01-10,305.413574,305.706665,302.313751,305.120483,305.120483,3178800
2011-01-11,306.859192,307.400665,305.264557,306.014679,306.014679,2897200
2011-01-12,307.673889,307.673889,305.398682,306.441895,306.441895,3286500
2011-01-13,306.491577,307.832855,305.095642,306.352478,306.352478,2685300
2011-01-14,306.705170,310.117981,306.546204,310.073273,310.073273,4761900
2011-01-18,311.007202,318.920715,310.614746,317.748352,317.748352,7280900
2011-01-19,318.985321,319.402588,312.795563,313.833801,313.833801,6856500
2011-01-20,314.062317,314.991272,309.631134,311.359894,311.359894,11042800
2011-01-21,317.723511,318.791565,303.704681,303.938171,303.938171,17924600
2011-01-24,301.821930,304.266052,298.672424,303.565613,303.565613,9258000
2011-01-25,302.134918,308.339539,301.300323,307.952057,307.952057,7340900
2011-01-26,308.160706,309.233734,305.652039,306.258087,306.258087,4102600
2011-01-27,306.948608,307.847748,304.643585,306.402161,306.402161,4064500
2011-01-28,307.534790,308.175629,297.942169,298.553192,298.553192,8517100
2011-01-31,299.849762,300.281952,295.850769,298.240234,298.240234,5646300
2011-02-01,300.291901,304.693268,299.606354,303.545715,303.545715,5526100
2011-02-02,303.525848,305.185059,301.802063,304.022614,304.022614,3544200
2011-02-03,302.770782,303.749390,301.106598,303.103607,303.103607,3009500
2011-02-04,303.103607,303.744446,301.345032,303.515930,303.515930,3121700
2011-02-07,303.108582,307.196991,302.636627,305.160217,305.160217,3622400
2011-02-08,305.478149,307.812988,305.269501,307.192017,307.192017,3411700
2011-02-09,306.441895,307.723541,304.191528,306.258087,306.258087,3708900
2011-02-10,304.966492,306.754852,303.804047,306.228271,306.228271,4699100
2011-02-11,304.911835,310.480621,304.519409,310.232239,310.232239,5213400
2011-02-14,309.655975,312.785645,308.016663,312.045441,312.045441,4283500
2011-02-15,311.633118,313.009186,309.536774,310.058380,310.058380,4211000
2011-02-16,310.793579,311.225769,309.039978,310.093140,310.093140,3389800
2011-02-17,308.617737,311.598358,308.135864,310.609772,310.609772,2976800
2011-02-18,310.977386,313.550659,310.073273,313.004211,313.004211,6477500
2011-02-22,308.011688,310.445862,301.921295,303.133423,303.133423,7327100
2011-02-23,303.193024,305.363892,300.048462,303.684814,303.684814,5816600
2011-02-24,303.719604,304.564117,298.732025,302.442902,302.442902,5458600
2011-02-25,303.953064,305.373840,302.780701,303.048950,303.048950,3889900
2011-02-28,303.029083,306.253113,302.040527,304.718109,304.718109,4592600
2011-03-01,306.893951,307.609283,297.713654,298.438934,298.438934,6689500
2011-03-02,297.962036,301.042023,295.671936,298.453857,298.453857,4079700
2011-03-03,301.230774,303.769287,300.545258,302.810516,302.810516,3915700
2011-03-04,302.199493,302.522369,298.160767,298.369385,298.369385,6061100
2011-03-07,298.334625,299.894470,291.603394,293.918335,293.918335,6970400
2011-03-08,294.549255,297.057922,293.193054,294.241241,294.241241,4599400
2011-03-09,293.590485,295.334137,290.982452,293.972992,293.972992,4330000
2011-03-10,290.828430,291.414642,287.852783,288.275055,288.275055,6296700
2011-03-11,287.241760,288.126007,284.812561,286.491638,286.491638,6103300
2011-03-14,284.549286,287.276550,282.174713,283.153351,283.153351,5668700
2011-03-15,276.948730,283.655090,275.955170,282.939758,282.939758,8063300
2011-03-16,282.169769,283.054016,273.858826,276.750000,276.750000,7646200
2011-03-17,280.416168,282.661560,278.458893,278.866241,278.866241,5836200
2011-03-18,280.495636,282.159821,278.061493,278.717224,278.717224,6640000
2011-03-21,283.267609,288.026672,282.671509,286.387329,286.387329,6081000
2011-03-22,286.769836,287.743500,284.405212,286.794678,286.794678,3798200
2011-03-23,285.736572,289.343109,284.151855,289.199036,289.199036,3655900
2011-03-24,290.823486,292.293915,287.529907,291.548767,291.548767,4224600
2011-03-25,291.543793,291.558685,287.748474,287.996857,287.996857,5754000
2011-03-28,289.154327,290.604889,285.498108,285.821014,285.821014,4465500
2011-03-29,286.138947,289.064911,284.653595,288.985443,288.985443,3230400
2011-03-30,290.301880,290.858246,288.414154,289.040070,289.040070,2863000
2011-03-31,289.616333,292.179657,288.990387,291.484161,291.484161,4085100
2011-04-01,292.477722,295.671936,292.477722,293.987885,293.987885,5260300
2011-04-04,294.584015,295.448395,289.666016,291.941193,291.941193,4135600
2011-04-05,288.662537,288.866211,281.012299,282.706268,282.706268,12173500
2011-04-06,284.241272,285.721649,282.164795,285.234833,285.234833,5371200
2011-04-07,286.004822,288.443939,285.239777,288.126007,288.126007,5095900
2011-04-08,290.555206,290.555206,287.162292,287.211975,287.211975,3828300
2011-04-11,286.238281,287.182159,284.648621,286.819519,286.819519,3740500
2011-04-12,285.642181,286.591003,282.189636,283.461365,283.461365,4198200
2011-04-13,285.895538,286.933777,284.027679,286.278046,286.278046,4165600
2011-04-14,285.736572,287.852783,284.201538,287.385834,287.385834,10983500
2011-04-15,270.883179,271.111694,263.317383,263.635315,263.635315,28269900
2011-04-18,261.509125,262.125122,257.823120,261.717773,261.717773,10145100
2011-04-19,263.262726,263.724731,258.766968,259.079926,259.079926,5403000
2011-04-20,261.250824,261.707855,259.010376,261.166351,261.166351,6159800
2011-04-21,262.040680,262.433136,259.507141,260.853394,260.853394,4972200
2011-04-25,260.927917,261.797272,259.318390,260.828552,260.828552,3282700
2011-04-26,261.558807,266.983521,260.908051,264.688446,264.688446,7045400
2011-04-27,267.261719,267.316376,265.448517,267.142487,267.142487,4626600
2011-04-28,267.291534,267.882690,265.314392,267.246826,267.246826,4025800
2011-04-29,268.255249,270.292023,267.515076,270.292023,270.292023,8511900
2011-05-02,271.086853,271.101746,266.824554,267.539917,267.539917,4295100
2011-05-03,266.829529,269.253754,263.103760,265.220001,265.220001,4190000
2011-05-04,265.855865,267.758484,264.787811,266.163849,266.163849,4261500
2011-05-05,265.205109,267.967133,264.032715,265.408783,265.408783,4021400
2011-05-06,267.336243,268.980530,265.860840,265.920441,265.920441,4138900
2011-05-09,265.771423,267.505127,263.834015,267.102753,267.102753,3922600
2011-05-10,268.255249,270.455933,267.033203,269.576660,269.576660,4112300
2011-05-11,268.324799,270.018799,265.120636,265.994965,265.994965,4707900
2011-05-12,265.890625,266.735138,263.739624,265.796265,265.796265,2915300
2011-05-13,265.577667,266.228455,262.815643,263.064026,263.064026,4244700
2011-05-16,261.454498,261.931396,256.531525,257.534973,257.534973,5954800
2011-05-17,256.049652,263.893616,255.850937,263.516083,263.516083,6650100
2011-05-18,263.059052,263.451508,261.151459,263.193176,263.193176,3931800
2011-05-19,264.643738,266.536438,263.148468,263.908539,263.908539,4969400
2011-05-20,264.181763,264.276154,259.874756,260.321869,260.321869,4665100
2011-05-23,256.630859,258.319885,255.041199,257.520081,257.520081,4629800
2011-05-24,258.503693,260.287079,257.400848,257.455505,257.455505,3824600
2011-05-25,256.993500,259.695923,256.953766,258.155945,258.155945,2620100
2011-05-26,257.177307,259.373016,255.836029,257.390930,257.390930,4264500
2011-05-27,257.564789,259.209106,256.481842,258.766968,258.766968,3514100
2011-05-31,260.803711,262.815643,260.058563,262.800720,262.800720,5409400
2011-06-01,262.313904,264.877228,260.957733,261.101776,261.101776,5950200
2011-06-02,262.080414,263.436584,259.551880,262.323822,262.323822,4437700
2011-06-03,259.313416,262.095337,259.065033,259.849915,259.849915,3519600
2011-06-06,260.078430,261.707855,257.947296,258.846466,258.846466,3909300
2011-06-07,259.755554,260.619904,257.818146,257.838013,257.838013,3839900
2011-06-08,256.596100,258.935883,256.223511,257.907562,257.907562,3328200
2011-06-09,258.319885,258.319885,256.153961,256.695435,256.695435,3400000
2011-06-10,255.379013,256.675568,252.999481,253.108765,253.108765,4911400
2011-06-13,253.352188,253.451538,249.462494,250.734222,250.734222,4886100
2011-06-14,252.433167,255.379013,251.856918,252.542450,252.542450,4713300
2011-06-15,250.883240,252.532516,248.687531,249.849960,249.849960,4173400
2011-06-16,249.780426,251.648270,246.730255,248.568298,248.568298,5549800
2011-06-17,251.454529,251.707886,240.833603,240.942902,240.942902,10558900
2011-06-20,240.932968,241.543991,238.066605,240.724319,240.724319,6096500
2011-06-21,242.020889,245.374084,240.798828,244.907120,244.907120,5566600
2011-06-22,244.137131,244.584213,241.792374,241.931473,241.931473,4845500
2011-06-23,239.507233,239.869873,235.334381,238.558411,238.558411,9665800
2011-06-24,238.786926,238.821701,234.981674,235.905655,235.905655,7660700
2011-06-27,235.468506,242.621979,235.269791,239.840073,239.840073,6934100
2011-06-28,240.446136,246.501740,240.446136,245.230011,245.230011,5465500
2011-06-29,246.665680,248.508698,244.599121,247.177353,247.177353,4716300
2011-06-30,249.373062,251.697952,249.129654,251.553879,251.553879,4888300
2011-07-01,251.732727,258.906067,251.553879,258.831543,258.831543,7320500
2011-07-05,260.952759,265.970123,260.952759,264.499695,264.499695,7748300
2011-07-06,265.026245,267.515076,264.797760,265.950256,265.950256,5426200
2011-07-07,268.752014,273.560760,266.208557,271.533936,271.533936,7922100
2011-07-08,264.753052,267.087860,261.931396,264.276154,264.276154,9602400
2011-07-11,262.383453,266.258240,261.052094,261.936371,261.936371,5715400
2011-07-12,262.373505,267.967133,261.300507,265.279602,265.279602,5719300
2011-07-13,266.764954,270.242340,266.506622,267.390869,267.390869,5616600
2011-07-14,267.818115,269.248810,261.663147,262.760986,262.760986,13385300
2011-07-15,296.819489,298.185577,292.179657,296.879089,296.879089,27642700
2011-07-18,294.330658,299.079773,294.087250,295.547760,295.547760,8994600
2011-07-19,296.143860,300.386292,295.840851,299.328156,299.328156,5973600
2011-07-20,299.144348,299.467255,295.751434,295.751434,295.751434,4484500
2011-07-21,295.095673,302.065369,295.085754,301.533813,301.533813,6984000
2011-07-22,300.738983,307.748383,300.182587,307.117493,307.117493,7102100
2011-07-25,304.698242,310.684296,304.519409,307.490082,307.490082,6303900
2011-07-26,307.028076,311.722534,306.615753,309.248627,309.248627,4716100
2011-07-27,306.595886,308.468719,300.421051,301.648071,301.648071,7919900
2011-07-28,300.639618,305.999756,299.551697,303.496063,303.496063,6257100
2011-07-29,300.162720,305.493073,299.894470,299.894470,299.894470,8328500
2011-08-01,303.635132,305.761322,297.654053,301.424530,301.424530,7983700
2011-08-02,301.042023,302.865143,293.873627,294.285950,294.285950,6442700
2011-08-03,295.214905,299.551697,289.929291,298.642609,298.642609,7701100
2011-08-04,295.329163,297.490112,286.869202,286.894043,286.894043,9893100
2011-08-05,289.387817,293.093719,279.184174,287.649109,287.649109,11935200
2011-08-08,279.671021,282.661560,270.416199,271.245819,271.245819,15090600
2011-08-09,278.687408,285.448425,268.756989,284.852325,284.852325,13023500
2011-08-10,278.876190,280.237335,272.095276,272.731140,272.731140,10809000
2011-08-11,275.120605,282.413177,272.433075,279.248749,279.248749,9723900
2011-08-12,282.909943,283.406708,278.389343,280.063446,280.063446,6349600
2011-08-15,274.926880,280.669525,271.260712,276.814575,276.814575,14382600
2011-08-16,274.430084,274.435059,263.436584,267.758484,267.758484,13968900
2011-08-17,268.270172,270.088348,263.670074,264.852386,264.852386,8211200
2011-08-18,260.043671,260.749084,248.627914,250.808731,250.808731,12663100
2011-08-19,248.056625,255.771454,243.844025,243.873840,243.873840,10890300
2011-08-22,250.371567,251.861877,245.667175,247.475418,247.475418,9875500
2011-08-23,250.123184,259.020325,247.917542,257.733704,257.733704,8750000
2011-08-24,257.987030,263.287567,256.943817,259.954254,259.954254,7235600
